code,error_reason
sz.300582,close_price 低于 ma10
sz.301600,close_price 低于 ma10
sz.002901,close_price 低于 ma10
sh.688510,close_price 低于 ma10
sh.688778,ma10 低于 ma20
sh.600028,close_price 低于 ma10
sh.688002,close_price 低于 ma10
sz.002569,turnover_amount 低于阈值 20000000
sz.300175,close_price 低于 ma10
sz.301662,close_price 低于 ma10
sh.600859,ma10 低于 ma20
sz.300375,close_price 低于 ma10
sh.603099,ma10 低于 ma20
sh.605118,close_price 低于 ma10
sz.300563,close_price 低于 ma10
sz.000959,close_price 低于 ma10
sh.688472,ma10 低于 ma20
sh.600538,close_price 低于 ma10
sz.002438,ma10 低于 ma20
sz.002122,ma10 低于 ma20
sz.300790,close_price 低于 ma10
sz.300299,ma10 低于 ma20
sz.300084,close_price 低于 ma10
sh.600362,close_price 低于 ma10
sz.301072,ma10 低于 ma20
sh.603317,close_price 低于 ma10
sz.002338,close_price 低于 ma10
sz.002681,close_price 低于 ma10
sz.002585,ma10 低于 ma20
sh.603225,close_price 低于 ma10
sh.605599,close_price 低于 ma10
sz.301263,close_price 低于 ma10
sh.688659,ma10 低于 ma20
sz.000528,close_price 低于 ma10
sz.001225,close_price 低于 ma10
sh.688339,close_price 低于 ma10
sz.300119,ma10 低于 ma20
sh.688545,close_price 低于 ma10
sz.300967,close_price 低于 ma10
sz.000791,close_price 低于 ma10
sh.603056,turnover_amount 低于阈值 20000000
sh.603717,close_price 低于 ma10
sz.300814,close_price 低于 ma10
sz.301333,close_price 低于 ma10
sz.002853,close_price 低于 ma10
sh.688535,ma10 低于 ma20
sz.002674,ma10 低于 ma20
sh.688501,ma10 低于 ma20
sh.603878,close_price 低于 ma10
sh.601096,close_price 低于 ma10
sh.688577,close_price 低于 ma10
sz.300125,close_price 低于 ma10
sz.300484,close_price 低于 ma10
sh.688685,close_price 低于 ma10
sh.601100,close_price 低于 ma10
sh.603928,close_price 低于 ma10
sz.301158,close_price 低于 ma10
sz.301288,close_price 低于 ma10
sh.688768,close_price 低于 ma10
sz.002988,ma10 低于 ma20
sh.688056,close_price 低于 ma10
sh.600496,close_price 低于 ma10
sh.603583,close_price 低于 ma10
sz.002273,close_price 低于 ma10
sz.300127,close_price 低于 ma10
sh.688701,close_price 低于 ma10
sz.000978,ma10 低于 ma20
sz.002683,close_price 低于 ma10
sh.600797,close_price 低于 ma10
sz.000682,close_price 低于 ma10
sh.603090,close_price 低于 ma10
sh.603380,close_price 低于 ma10
sh.603822,close_price 低于 ma10
sh.603260,ma10 低于 ma20
sz.300494,close_price 低于 ma10
sz.300260,close_price 低于 ma10
sh.600570,close_price 低于 ma10
sh.600531,close_price 低于 ma10
sz.300519,ma10 低于 ma20
sh.600507,close_price 低于 ma10
sh.688456,close_price 低于 ma10
sh.603506,ma10 低于 ma20
sh.603373,ma10 低于 ma20
sz.002163,close_price 低于 ma10
sh.600057,ma10 低于 ma20
sz.002058,close_price 低于 ma10
sz.300866,ma10 低于 ma20
sz.300533,ma10 低于 ma20
sh.600761,close_price 低于 ma10
sz.301323,close_price 低于 ma10
sh.600576,ma10 低于 ma20
sh.688350,close_price 低于 ma10
sz.000812,ma10 低于 ma20
sz.300450,ma10 低于 ma20
sz.001311,close_price 低于 ma10
sh.688636,close_price 低于 ma10
sz.002156,close_price 低于 ma10
sz.002185,ma10 低于 ma20
sz.300746,ma10 低于 ma20
sz.002871,close_price 低于 ma10
sz.300503,ma10 低于 ma20
sz.300416,close_price 低于 ma10
sh.688584,close_price 低于 ma10
sz.000625,close_price 低于 ma10
sz.301013,close_price 低于 ma10
sz.002603,ma10 低于 ma20
sh.603062,ma10 低于 ma20
sh.603988,close_price 低于 ma10
sz.001280,close_price 低于 ma10
sz.000531,close_price 低于 ma10
sh.600963,close_price 低于 ma10
sh.603173,close_price 低于 ma10
sz.002406,close_price 低于 ma10
sz.300530,ma10 低于 ma20
sz.000887,close_price 低于 ma10
sz.300320,close_price 低于 ma10
sz.000530,close_price 低于 ma10
sz.002427,ma10 低于 ma20
sh.600651,close_price 低于 ma10
sz.300889,close_price 低于 ma10
sh.688679,ma10 低于 ma20
sz.001230,close_price 低于 ma10
sz.002947,ma10 低于 ma20
sh.600415,ma10 低于 ma20
sh.605186,ma10 低于 ma20
sh.600601,ma10 低于 ma20
sz.002350,close_price 低于 ma10
sz.002592,ma10 低于 ma20
sz.300196,ma10 低于 ma20
sh.600590,close_price 低于 ma10
sh.688070,close_price 低于 ma10
sz.300551,close_price 低于 ma10
sz.300173,ma10 低于 ma20
sz.002440,close_price 低于 ma10
sh.601229,ma10 低于 ma20
sz.002347,close_price 低于 ma10
sh.603277,close_price 低于 ma10
sh.688612,ma10 低于 ma20
sh.688658,ma10 低于 ma20
sh.600397,close_price 低于 ma10
sh.688648,close_price 低于 ma10
sz.002209,close_price 低于 ma10
sz.300602,close_price 低于 ma10
sz.300424,close_price 低于 ma10
sz.300808,close_price 低于 ma10
sz.001233,ma10 低于 ma20
sh.600363,close_price 低于 ma10
sz.300707,close_price 低于 ma10
sz.002064,close_price 低于 ma10
sz.301571,close_price 低于 ma10
sz.000006,ma10 低于 ma20
sh.688279,close_price 低于 ma10
sh.688220,close_price 低于 ma10
sh.603045,close_price 低于 ma10
sz.300341,close_price 低于 ma10
sz.300636,ma10 低于 ma20
sz.003020,close_price 低于 ma10
sz.000783,close_price 低于 ma10
sh.600979,close_price 低于 ma10
sh.603275,ma10 低于 ma20
sh.600983,close_price 低于 ma10
sz.300415,close_price 低于 ma10
sz.300921,close_price 低于 ma10
sh.603111,close_price 低于 ma10
sz.300222,close_price 低于 ma10
sz.000811,close_price 低于 ma10
sz.301356,close_price 低于 ma10
sz.300807,close_price 低于 ma10
sz.300612,close_price 低于 ma10
sh.688484,ma10 低于 ma20
sh.600408,ma10 低于 ma20
sh.688662,close_price 低于 ma10
sz.002967,close_price 低于 ma10
sh.600176,close_price 低于 ma10
sh.603353,close_price 低于 ma10
sh.601599,ma10 低于 ma20
sz.002259,close_price 低于 ma10
sh.603938,close_price 低于 ma10
sh.688468,ma10 低于 ma20
sh.600888,close_price 低于 ma10
sz.002365,ma10 低于 ma20
sz.300701,ma10 低于 ma20
sz.001380,close_price 低于 ma10
sz.000678,close_price 低于 ma10
sh.601956,close_price 低于 ma10
sz.301305,close_price 低于 ma10
sh.601566,close_price 低于 ma10
sh.600298,close_price 低于 ma10
sz.300228,close_price 低于 ma10
sh.603001,close_price 低于 ma10
sh.600148,close_price 低于 ma10
sz.000719,ma10 低于 ma20
sz.301556,close_price 低于 ma10
sh.600498,close_price 低于 ma10
sh.688435,close_price 低于 ma10
sz.002891,close_price 低于 ma10
sz.000722,close_price 低于 ma10
sh.688429,close_price 低于 ma10
sh.688608,close_price 低于 ma10
sz.002171,close_price 低于 ma10
sz.300459,ma10 低于 ma20
sh.600312,close_price 低于 ma10
sz.002144,close_price 低于 ma10
sh.603219,ma10 低于 ma20
sz.301580,close_price 低于 ma10
sz.002474,close_price 低于 ma10
sz.300556,ma10 低于 ma20
sz.301195,ma10 低于 ma20
sz.301217,close_price 低于 ma10
sz.001337,close_price 低于 ma10
sz.301595,close_price 低于 ma10
sz.301230,close_price 低于 ma10
sz.300501,ma10 低于 ma20
sz.002155,close_price 低于 ma10
sz.300542,ma10 低于 ma20
sh.603130,close_price 低于 ma10
sh.688449,ma10 低于 ma20
sz.002197,close_price 低于 ma10
sz.002453,close_price 低于 ma10
sh.601601,ma10 低于 ma20
sz.002284,close_price 低于 ma10
sz.000977,close_price 低于 ma10
sh.603976,ma10 低于 ma20
sz.002031,ma10 低于 ma20
sh.600506,close_price 低于 ma10
sh.603615,close_price 低于 ma10
sz.002850,ma10 低于 ma20
sz.300315,close_price 低于 ma10
sz.300401,ma10 低于 ma20
sz.301348,ma10 低于 ma20
sz.002605,close_price 低于 ma10
sz.002215,close_price 低于 ma10
sz.002873,ma10 低于 ma20
sh.600238,ma10 低于 ma20
sz.300984,close_price 低于 ma10
sh.603192,ma10 低于 ma20
sz.300131,ma10 低于 ma20
sz.300153,close_price 低于 ma10
sz.002971,close_price 低于 ma10
sz.002647,ma10 低于 ma20
sz.300441,ma10 低于 ma20
sz.300332,close_price 低于 ma10
sz.300643,close_price 低于 ma10
sz.002004,ma10 低于 ma20
sz.002516,close_price 低于 ma10
sz.300932,close_price 低于 ma10
sz.301389,ma10 低于 ma20
sz.300585,ma10 低于 ma20
sh.603089,close_price 低于 ma10
sz.300815,close_price 低于 ma10
sz.002858,ma10 低于 ma20
sh.600369,ma10 低于 ma20
sz.002039,close_price 低于 ma10
sh.601628,close_price 低于 ma10
sh.603733,close_price 低于 ma10
sz.300283,ma10 低于 ma20
sh.600587,ma10 低于 ma20
sz.301498,close_price 低于 ma10
sh.600236,close_price 低于 ma10
sz.000561,close_price 低于 ma10
sz.001283,ma10 低于 ma20
sz.300039,close_price 低于 ma10
sz.300369,ma10 低于 ma20
sz.301518,close_price 低于 ma10
sh.688757,close_price 低于 ma10
sz.300008,close_price 低于 ma10
sz.300842,close_price 低于 ma10
sz.000668,close_price 低于 ma10
sz.000333,ma10 低于 ma20
sz.002728,close_price 低于 ma10
sh.603595,ma10 低于 ma20
sz.301335,close_price 低于 ma10
sh.688319,close_price 低于 ma10
sh.600436,ma10 低于 ma20
sz.301629,ma10 低于 ma20
sh.600282,close_price 低于 ma10
sz.002682,close_price 低于 ma10
sh.688670,close_price 低于 ma10
sz.002037,close_price 低于 ma10
sz.002738,close_price 低于 ma10
sz.300795,close_price 低于 ma10
sz.002066,close_price 低于 ma10
sz.300821,close_price 低于 ma10
sz.002675,ma10 低于 ma20
sz.301159,ma10 低于 ma20
sh.600721,ma10 低于 ma20
sh.600066,ma10 低于 ma20
sh.603861,close_price 低于 ma10
sz.002428,close_price 低于 ma10
sh.605566,ma10 低于 ma20
sh.601009,ma10 低于 ma20
sz.300059,close_price 低于 ma10
sz.301203,close_price 低于 ma10
sz.000029,close_price 低于 ma10
sz.301501,close_price 低于 ma10
sz.300451,ma10 低于 ma20
sh.603843,turnover_amount 低于阈值 20000000
sh.601886,close_price 低于 ma10
sh.603518,close_price 低于 ma10
sh.600388,close_price 低于 ma10
sh.688366,ma10 低于 ma20
sh.603920,close_price 低于 ma10
sz.301678,close_price 低于 ma10
sh.603081,close_price 低于 ma10
sz.300703,close_price 低于 ma10
sz.002226,close_price 低于 ma10
sh.603663,close_price 低于 ma10
sh.688192,close_price 低于 ma10
sz.300988,close_price 低于 ma10
sh.603355,close_price 低于 ma10
sh.688410,ma10 低于 ma20
sz.002624,close_price 低于 ma10
sz.002232,ma10 低于 ma20
sh.600995,close_price 低于 ma10
sz.002248,close_price 低于 ma10
sh.600869,close_price 低于 ma10
sh.603381,ma10 低于 ma20
sh.603906,ma10 低于 ma20
sz.002029,close_price 低于 ma10
sz.300885,close_price 低于 ma10
sz.002940,ma10 低于 ma20
sh.688230,ma10 低于 ma20
sz.002476,close_price 低于 ma10
sz.002540,close_price 低于 ma10
sz.301328,ma10 低于 ma20
sz.002010,close_price 低于 ma10
sh.688597,close_price 低于 ma10
sz.002653,ma10 低于 ma20
sz.000767,close_price 低于 ma10
sh.688376,ma10 低于 ma20
sz.300989,ma10 低于 ma20
sh.688616,close_price 低于 ma10
sz.300044,close_price 低于 ma10
sz.002882,close_price 低于 ma10
sz.000969,close_price 低于 ma10
sh.601858,ma10 低于 ma20
sz.002975,close_price 低于 ma10
sz.300015,ma10 低于 ma20
sh.603968,close_price 低于 ma10
sz.002884,ma10 低于 ma20
sz.000728,close_price 低于 ma10
sh.605333,close_price 低于 ma10
sh.600426,close_price 低于 ma10
sh.513350,close_price 低于 ma10
sh.600178,close_price 低于 ma10
sz.300066,close_price 低于 ma10
sh.603150,close_price 低于 ma10
sz.300184,ma10 低于 ma20
sz.300861,close_price 低于 ma10
sz.000407,close_price 低于 ma10
sz.300918,close_price 低于 ma10
sh.603917,ma10 低于 ma20
sz.002774,ma10 低于 ma20
sz.300822,close_price 低于 ma10
sh.600883,ma10 低于 ma20
sz.000829,ma10 低于 ma20
sz.300909,close_price 低于 ma10
sh.601162,close_price 低于 ma10
sh.603730,close_price 低于 ma10
sh.601128,ma10 低于 ma20
sh.688123,ma10 低于 ma20
sz.300619,ma10 低于 ma20
sh.601019,ma10 低于 ma20
sh.600478,close_price 低于 ma10
sh.600487,close_price 低于 ma10
sz.002040,close_price 低于 ma10
sh.600798,close_price 低于 ma10
sh.603004,close_price 低于 ma10
sh.601231,close_price 低于 ma10
sz.002049,close_price 低于 ma10
sh.601595,close_price 低于 ma10
sh.603124,close_price 低于 ma10
sz.300170,close_price 低于 ma10
sz.000778,close_price 低于 ma10
sz.300774,close_price 低于 ma10
sh.688386,close_price 低于 ma10
sh.600730,close_price 低于 ma10
sz.300258,close_price 低于 ma10
sh.688721,ma10 低于 ma20
sh.600058,close_price 低于 ma10
sz.002196,close_price 低于 ma10
sz.300240,close_price 低于 ma10
sz.300549,ma10 低于 ma20
sh.600351,ma10 低于 ma20
sh.600793,close_price 低于 ma10
sz.002833,ma10 低于 ma20
sz.301588,close_price 低于 ma10
sh.688485,close_price 低于 ma10
sh.688759,ma10 低于 ma20
sz.002078,close_price 低于 ma10
sh.688388,close_price 低于 ma10
sz.002152,ma10 低于 ma20
sz.002523,close_price 低于 ma10
sz.300471,close_price 低于 ma10
sh.605389,close_price 低于 ma10
sz.002345,close_price 低于 ma10
sh.600203,close_price 低于 ma10
sz.001228,close_price 低于 ma10
sh.600016,ma10 低于 ma20
sz.300910,close_price 低于 ma10
sz.002796,close_price 低于 ma10
sz.300639,ma10 低于 ma20
sz.002623,close_price 低于 ma10
sh.600067,close_price 低于 ma10
sz.300224,close_price 低于 ma10
sh.600633,close_price 低于 ma10
sz.002986,close_price 低于 ma10
sz.159309,close_price 低于 ma10
sz.002816,close_price 低于 ma10
sh.603344,close_price 低于 ma10
sh.601318,close_price 低于 ma10
sz.301228,ma10 低于 ma20
sh.600605,ma10 低于 ma20
sh.600696,close_price 低于 ma10
sz.159945,close_price 低于 ma10
sh.603580,close_price 低于 ma10
sz.301052,close_price 低于 ma10
sz.300692,ma10 低于 ma20
sh.603897,close_price 低于 ma10
sh.603662,close_price 低于 ma10
sz.300118,close_price 低于 ma10
sz.300583,ma10 低于 ma20
sh.603819,ma10 低于 ma20
sz.301365,ma10 低于 ma20
sz.301262,close_price 低于 ma10
sh.600863,close_price 低于 ma10
sz.300019,ma10 低于 ma20
sz.000902,close_price 低于 ma10
sz.300831,close_price 低于 ma10
sz.001221,close_price 低于 ma10
sh.600505,close_price 低于 ma10
sz.000761,close_price 低于 ma10
sz.002715,close_price 低于 ma10
sh.601949,ma10 低于 ma20
sh.600546,close_price 低于 ma10
sh.688638,ma10 低于 ma20
sz.002705,ma10 低于 ma20
sh.603666,close_price 低于 ma10
sz.002968,close_price 低于 ma10
sh.603638,close_price 低于 ma10
sh.000012,close_price 低于 ma10
sh.601212,close_price 低于 ma10
sz.300204,ma10 低于 ma20
sz.300159,close_price 低于 ma10
sz.002475,ma10 低于 ma20
sz.000820,close_price 低于 ma10
sz.300414,close_price 低于 ma10
sz.300669,close_price 低于 ma10
sz.300364,close_price 低于 ma10
sh.603303,close_price 低于 ma10
sz.301330,ma10 低于 ma20
sh.688558,close_price 低于 ma10
sh.600023,close_price 低于 ma10
sh.688175,close_price 低于 ma10
sh.600030,close_price 低于 ma10
sz.002005,close_price 低于 ma10
sh.688539,close_price 低于 ma10
sz.000802,close_price 低于 ma10
sz.300611,ma10 低于 ma20
sz.300706,close_price 低于 ma10
sh.603368,ma10 低于 ma20
sh.600160,close_price 低于 ma10
sh.561760,close_price 低于 ma10
sh.000833,close_price 低于 ma10
sz.300406,ma10 低于 ma20
sh.688332,close_price 低于 ma10
sh.688378,close_price 低于 ma10
sh.688502,close_price 低于 ma10
sz.300407,close_price 低于 ma10
sh.688729,ma10 低于 ma20
sz.300852,ma10 低于 ma20
sh.563150,close_price 低于 ma10
sz.301528,ma10 低于 ma20
sh.600288,close_price 低于 ma10
sz.301035,close_price 低于 ma10
sz.002206,close_price 低于 ma10
sz.159518,close_price 低于 ma10
sh.688193,ma10 低于 ma20
sh.603889,close_price 低于 ma10
sz.301297,close_price 低于 ma10
sz.159930,close_price 低于 ma10
sh.688775,close_price 低于 ma10
sh.688556,close_price 低于 ma10
sz.002966,ma10 低于 ma20
sh.688041,close_price 低于 ma10
sz.301622,close_price 低于 ma10
sz.002921,close_price 低于 ma10
sh.600782,close_price 低于 ma10
sz.002722,close_price 低于 ma10
sz.300873,close_price 低于 ma10
sz.002238,ma10 低于 ma20
sh.600699,close_price 低于 ma10
sz.301042,close_price 低于 ma10
sh.603272,ma10 低于 ma20
sh.605158,close_price 低于 ma10
sz.300164,close_price 低于 ma10
sz.000593,close_price 低于 ma10
sh.601177,close_price 低于 ma10
sh.600177,ma10 低于 ma20
sz.002514,close_price 低于 ma10
sz.300454,close_price 低于 ma10
sz.300818,close_price 低于 ma10
sh.688488,close_price 低于 ma10
sh.601555,close_price 低于 ma10
sz.300303,close_price 低于 ma10
sz.300586,ma10 低于 ma20
sz.300709,close_price 低于 ma10
sz.300637,ma10 低于 ma20
sz.002627,ma10 低于 ma20
sz.300344,ma10 低于 ma20
sz.000999,close_price 低于 ma10
sh.600589,close_price 低于 ma10
sz.002121,close_price 低于 ma10
sh.600841,close_price 低于 ma10
sz.301112,ma10 低于 ma20
sh.601319,close_price 低于 ma10
sh.600879,close_price 低于 ma10
sz.301397,ma10 低于 ma20
sz.300535,close_price 低于 ma10
sz.399681,close_price 低于 ma10
sz.002970,close_price 低于 ma10
sh.600966,ma10 低于 ma20
sz.300633,close_price 低于 ma10
sz.300943,close_price 低于 ma10
sz.300610,ma10 低于 ma20
sh.601607,ma10 低于 ma20
sh.000056,close_price 低于 ma10
sh.688271,close_price 低于 ma10
sh.688697,ma10 低于 ma20
sz.300593,close_price 低于 ma10
sh.688210,close_price 低于 ma10
sz.159697,close_price 低于 ma10
sh.600755,close_price 低于 ma10
sz.002945,close_price 低于 ma10
sh.603037,close_price 低于 ma10
sz.300444,close_price 低于 ma10
sh.688629,close_price 低于 ma10
sz.000425,close_price 低于 ma10
sz.301049,close_price 低于 ma10
sh.561360,close_price 低于 ma10
sh.600234,ma10 低于 ma20
sh.688322,close_price 低于 ma10
sh.603291,close_price 低于 ma10
sh.688108,ma10 低于 ma20
sh.601666,close_price 低于 ma10
sh.000134,ma10 低于 ma20
sh.603979,close_price 低于 ma10
sz.300532,close_price 低于 ma10
sz.000707,ma10 低于 ma20
sz.159588,close_price 低于 ma10
sh.603109,close_price 低于 ma10
sh.603220,close_price 低于 ma10
sh.600802,close_price 低于 ma10
sz.300740,close_price 低于 ma10
sz.300452,ma10 低于 ma20
sh.688302,ma10 低于 ma20
sz.300346,close_price 低于 ma10
sh.603688,close_price 低于 ma10
sz.002368,close_price 低于 ma10
sh.688292,close_price 低于 ma10
sz.301007,close_price 低于 ma10
sh.600114,close_price 低于 ma10
sh.600082,ma10 低于 ma20
sz.300881,close_price 低于 ma10
sz.301200,ma10 低于 ma20
sz.000801,close_price 低于 ma10
sh.601818,ma10 低于 ma20
sh.601798,close_price 低于 ma10
sh.562350,turnover_amount 低于阈值 20000000
sz.300830,close_price 低于 ma10
sh.600171,ma10 低于 ma20
sz.000980,close_price 低于 ma10
sz.300277,close_price 低于 ma10
sz.301275,close_price 低于 ma10
sh.601677,close_price 低于 ma10
sz.000157,close_price 低于 ma10
sz.300049,close_price 低于 ma10
sh.600509,close_price 低于 ma10
sz.002085,close_price 低于 ma10
sz.002849,close_price 低于 ma10
